Course,Year,Semester,Instructor,Slot,Mode,Scheduled
CHEM 1,2022,Fall,Viet Nguyen,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Fall,Allison Stdennis,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Kyle Hambrook,M|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Au-Co Tran,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Brenda Serrano,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Fall,Smita Duorah,MWF|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Daniel Olson,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Fall,Nargis Adham,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Niloofar Salehi,W|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Fall,Victor Maraschin,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Fall,Supriya Bhupathiraju,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Amanda Shipman,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Thomas Cai,MWF|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Thuy Le / Robert Morelos-Zaragoza,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Fall,Lili He,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Fall,Peter O'Sullivan,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Qi Yang,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Jack Warecki,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Marion Campisi,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Clarissa Smith / Jonathan Miller,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Juan Gomez,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Ken Tsang,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Lee Patterson,F|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Fall,Mark Dowdy,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Sotoudeh Hamedi-Hagh,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Fall,Lilly Chen,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Vinh Nguyen,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Fall,Hsin-Yi Meng,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Carl Bugarin,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Fall,Timothy Hsu,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Fall,Yujin Hur,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Fall,Kyle Hambrook,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Fall,Anqi Shao,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,John Leih,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Fall,Brianne Gutmann,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Alla Petrosyan,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Saied Rafati,W|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Fall,Paul Houck,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Bhaummi Patel,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Fall,Toby Stuckey,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Gregory Courand,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Wasin So,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Fall,Medha Bodas,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Fall,Clarissa Smith / Jonathan Miller,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Fall,Minh Vu,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Fall,Laksh Lavish Thakkar,F|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Clare Cordero,F|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Fall,Amna Yusuf,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Loc Lam,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Fall,Wasin So,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Fall,Kong Li,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Fall,Chandrasekhar Mukherjee,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Suzy Brookshire / Jonathan Miller,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Fall,Saicharan Reddy Kadari,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Fall,Michael Edgerton,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Vinh Nguyen,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Zenithbhai Chokshi,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Sotoudeh Hamedi-Hagh,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Addie Mahmassani,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Fall,Hee Park,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Hiu Yung Wong,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Smita Duorah,M|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Viet Nguyen,W|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Fall,Zeel Jayeshkumar Soni,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Fall,Nargis Adham,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Fall,Murat Bulut,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Fall,Timothy Cech,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Jason Pruitt,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Fall,Malik Oliver,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Supriya Bhupathiraju,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Fall,Jonathan Ponniah,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Fall,Suharsh Cherukunnon Arippa,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Hilary Hurst,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Fall,Suzy Brookshire / Jonathan Miller,M|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Raymond Hess / Carlie Pietsch,F|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Will Rizza / Jonathan Miller,M|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Fall,Zehlia Babaci-Wilhite,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,David Santiago,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Fall,Tony Pan,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Javier Valencia,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Fall,Malik Oliver,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Fall,Danny Barringer,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Matthew Leigh,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Fall,Ahmet Bindal,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Fall,Rachel Turner,M|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Fall,Lee Patterson,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Fall,Jahan Ghofraniha,F|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Fall,Raymond Hess / Carlie Pietsch,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Spring,Brenda Serrano,F|08:30AM-09:20AM,In Person,1
CHEM 1,2022,Spring,Krista Wirth,W|11:30AM-02:20PM,In Person,1
CHEM 1,2022,Spring,Shreeyukta Singh,T|07:30AM-10:20AM,In Person,1
CHEM 1,2022,Spring,Irina Slobodov,MWF|01:30PM-02:20PM,In Person,1
CHEM 1,2022,Spring,John Diniz,W|11:30AM-02:20PM,In Person,1
CHEM 1,2022,Spring,Tommy Chang,R|10:30AM-01:20PM,In Person,1
CHEM 1,2022,Spring,Xiao Wang,T|10:30AM-01:20PM,In Person,1
CHEM 1,2022,Spring,Victor Maraschin,M|02:30PM-05:20PM,In Person,1
CHEM 1,2022,Spring,John Diniz,F|09:30AM-10:20AM,In Person,1
CHEM 1,2022,Spring,Ivy Tran,R|02:30PM-05:20PM,In Person,1
CHEM 1,2022,Spring,John Diniz,W|02:30PM-05:20PM,In Person,1
CHEM 1,2022,Spring,Kala Padmanabhan,F|11:30AM-12:20PM,In Person,1
CHEM 1,2022,Spring,Dillion Chen,T|02:30PM-05:20PM,In Person,1
CHEM 1,2022,Spring,Ivy Tran,T|10:30AM-01:20PM,In Person,1
CHEM 1,2022,Spring,Kala Padmanabhan,F|10:30AM-11:20AM,In Person,1
CHEM 1,2022,Spring,Kala Padmanabhan,W|02:30PM-05:20PM,In Person,1
CHEM 1,2022,Spring,Niloofar Salehi,MWF|10:30AM-11:20AM,In Person,1
CHEM 1,2022,Spring,Lucero Sandoval,W|07:30AM-10:20AM,In Person,1
CHEM 1,2022,Spring,Tommy Chang,M|02:30PM-05:20PM,In Person,1
CHEM 1,2022,Spring,Stephanie Stepp,MWF|08:30AM-09:20AM,In Person,1
CHEM 1,2022,Spring,Shreeyukta Singh,W|07:30AM-10:20AM,In Person,1
CHEM 1,2022,Spring,Xiao Wang,T|02:30PM-05:20PM,In Person,1
CHEM 1,2022,Spring,Tommy Chang,R|02:30PM-05:20PM,In Person,1
CHEM 1,2022,Spring,Calvin Jumawan,M|11:30AM-02:20PM,In Person,1
CHEM 1,2022,Spring,Karen Singmaster,MWF|09:30AM-10:20AM,In Person,1
CHEM 1,2022,Spring,Calvin Jumawan,R|07:30AM-10:20AM,In Person,1
CHEM 1,2022,Spring,Shreeyukta Singh,R|10:30AM-01:20PM,In Person,1
CHEM 1,2022,Spring,Shreeyukta Singh,R|07:30AM-10:20AM,In Person,1
CHEM 1,2022,Spring,Tommy Chang,M|11:30AM-02:20PM,In Person,1
CHEM 1,2022,Spring,Lucero Sandoval,T|07:30AM-10:20AM,In Person,1
CHEM 1,2022,Spring,Niloofar Salehi,F|07:30AM-08:20AM,In Person,1
CHEM 1,2022,Spring,Calvin Jumawan,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Spring,Stephanie Stepp,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Spring,Yan Chen,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Niranjani Patel,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Carl Bugarin,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Spring,Victor Maraschin,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Priyanka N A M,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Jennifer Bean,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Gianni Giordanengo,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Mario Chris,F|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Aamina Ahmad,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Aamina Ahmad,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Jonathan Miller / Simone Yeager,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Venkata Prudhvi Vellanki,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Ian Power-Luetscher,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Carlos Rojas,MWF|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Steven Rogalsky,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Allison Stdennis,M|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Spring,Tan Nguyen,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Jon Pearce,MWF|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Jonathan Miller / Robert Meyer,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Shawn Tran,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Priyanka N A M,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Wasin So,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Elizabeth Sonnier,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Shawn Tran,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Kashi Nath,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Medha Bodas,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Ishie Eswar,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Zehlia Babaci-Wilhite,M|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Spring,Stephanie Stepp,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Abbas Moallem,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Kyle Yrigoyen,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Robert Morelos-Zaragoza,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Matthew Leigh / Jonathan Miller,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Vishwa Shah,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Gianni Giordanengo,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Stephanie Stepp,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Vrund Hetalkumar Shah,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Anindita Bhattacharya,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Spring,Vishwa Shah,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Spring,Kyle Hambrook,M|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Spring,Stephanie Wemusa,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Carlie Pietsch / Michele Dodge,MWF|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Tan Nguyen,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Spring,Thuy Le / Chang Choo,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Juan Gomez,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Faith Kirk,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Spring,Krista Wirth,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Spring,Lili He,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Rahul Balakrishna Balasubramaniam,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Soon Tee Teoh,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Sai Vamsi Chilukuri,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Gina Quan,F|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Qi Yang,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Bhaskar Mantha,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Abera Jiru,F|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Sogol Jahanbekam,W|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Spring,Tri Caohuu,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Ben Reed,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Spring,Shervin Ambrose,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Spring,Ruijuan Niu,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Shreyas Kulkarni,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Christina Peters,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Colton Saylor,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Abera Jiru,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Spring,Hidefumi Katsuura,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Katharine Studer,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Jonathan Miller / Hollianne Mcclure,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Kashi Nath,M|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Azadeh Shahid Faylienejad,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Spring,Ken Tsang,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Khushbu Shah,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Yeganeh Modirzadeh,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Philip Avila,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Gokay Saldamli,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Olga Kovaleva,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Abbas Moallem,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Daniel Olson,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Gokay Saldamli,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Colton Saylor,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Javier Valencia,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Mary Poffenroth,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Mario Chris,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Barbara Wortham,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Spoorthy Ananthaiah,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Hidefumi Katsuura,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Ramin Moazeni,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Spring,Hidefumi Katsuura,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Brandon White,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Bem Cayco,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Spring,Preetpal Kang,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Spring,Heidi Eisips,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Spring,Gina Quan,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,John Leih,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Poojan Bharatbhai Gandhi,MWF|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Chung-Wen Tsao,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Wo-Tak Wu,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Spring,Jose Villagrana,F|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Spring,Smita Duorah,F|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Ramen Bahuguna,M|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,John Diniz,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Jonathan Miller / Robert Meyer,T|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Mahekkumar Mayankkumar Pavthawala,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Irina Slobodov,F|12:30PM-01:20PM,In Person,0
CHEM 1,2022,Spring,Mostafa Jalal,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Spring,Olga Kovaleva,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Gregory Courand,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Tan Nguyen,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Abera Jiru,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Barbara Murphywesley,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Viet Nguyen,MWF|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Kaushik Patra,MWF|01:30PM-02:20PM,In Person,0
CHEM 1,2022,Spring,Thuy Le / Chang Choo,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Colton Saylor,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Kevin Pham,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Bee Leng Lee,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Paul Sanghera,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Jonathan Miller / Robert Meyer,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Sogol Jahanbekam,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Jesse Geneson,W|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Rachel Crawford,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Spring,Nargis Adham,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Brandon White,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,K Ghadiri,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Charan Bhaskar,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Thuy Le / Mohamed Badawy,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Ken Tsang,F|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Rachel Turner,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Olga Kovaleva,W|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Thuy Le / Birsen Sirkeci,F|11:30AM-12:20PM,In Person,0
CHEM 1,2022,Spring,Barbara Murphywesley,W|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Spring,Amin Termeh Yousefi,MWF|08:30AM-09:20AM,In Person,0
CHEM 1,2022,Spring,Bonnie Hsia,M|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Ramin Moazeni,M|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Santosh Kc,M|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Spring,Zeyu Gao,MWF|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Shivani Sanjay Degloorkar,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Paul Houck,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Spoorthy Ananthaiah,F|10:30AM-11:20AM,In Person,0
CHEM 1,2022,Spring,Santosh Kc,R|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Christopher Bankston,R|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,David Parent,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Frank Butt,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Daniel Brinkman,F|09:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Ahmed Banafa,M|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Micah Johnson,F|07:30AM-08:20AM,In Person,0
CHEM 1,2022,Spring,Xiao Wang,W|11:30AM-02:20PM,In Person,0
CHEM 1,2022,Spring,Victor Maraschin,M|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Ryan Smith,R|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Farshid Marbouti,M|02:30PM-05:15PM,In Person,0
CHEM 1,2022,Spring,Chung-Wen Tsao,T|10:30AM-01:20PM,In Person,0
CHEM 1,2022,Spring,Thuy Le / Chang Choo,T|02:30PM-05:20PM,In Person,0
CHEM 1,2022,Spring,Alla Petrosyan,W|07:30AM-10:20AM,In Person,0
CHEM 1,2022,Spring,Kyle Yrigoyen,F|11:30AM-12:20PM,In Person,0
CHEM 1,2023,Fall,Karen Singmaster / Elizabeth Migicovsky,T|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Laura Mugica Sanchez,W|02:30PM-05:15PM,In Person,1
CHEM 1,2023,Fall,Minh Hoang Huynh,T|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Xiao Wang,T|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Laura Kapitzky,M|11:30AM-02:20PM,In Person,1
CHEM 1,2023,Fall,Karen Singmaster / Melody Esfandiari,T|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Shreeyukta Singh,R|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,John Diniz,MWF|01:30PM-02:20PM,In Person,1
CHEM 1,2023,Fall,Niloofar Salehi,M|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Jose Ramirez,W|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Kala Padmanabhan,F|11:30AM-12:20PM,In Person,1
CHEM 1,2023,Fall,Laura Mugica Sanchez,R|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Niloofar Salehi,F|08:30AM-09:20AM,In Person,1
CHEM 1,2023,Fall,Victor Maraschin,R|10:30AM-01:20PM,In Person,1
CHEM 1,2023,Fall,Jose Ramirez,T|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Jose Ramirez,T|10:30AM-01:20PM,In Person,1
CHEM 1,2023,Fall,Brenda Serrano,W|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Irina Slobodov,M|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Karen Singmaster,W|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Kala Padmanabhan,F|09:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Shreeyukta Singh,T|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Niloofar Salehi,F|07:30AM-08:20AM,In Person,1
CHEM 1,2023,Fall,Niloofar Salehi,R|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Stephanie Velasquez,R|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,John Diniz,F|10:30AM-11:20AM,In Person,1
CHEM 1,2023,Fall,Sonia Cuellar-Ortiz,R|10:30AM-01:20PM,In Person,1
CHEM 1,2023,Fall,John Diniz,W|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Victor Maraschin,R|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Jose Ramirez,R|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Kala Padmanabhan,T|10:30AM-01:20PM,In Person,1
CHEM 1,2023,Fall,John Diniz,M|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Kala Padmanabhan,F|12:30PM-01:20PM,In Person,1
CHEM 1,2023,Fall,Jose Ramirez,R|10:30AM-01:20PM,In Person,1
CHEM 1,2023,Fall,Minh Hoang Huynh,W|11:30AM-02:20PM,In Person,1
CHEM 1,2023,Fall,Stephanie Velasquez,M|02:30PM-05:20PM,In Person,1
CHEM 1,2023,Fall,Jose Ramirez,W|11:30AM-02:20PM,In Person,1
CHEM 1,2023,Fall,Karen Singmaster / Elizabeth Migicovsky,W|11:30AM-02:20PM,In Person,1
CHEM 1,2023,Fall,Shreeyukta Singh,M|11:30AM-02:20PM,In Person,1
CHEM 1,2023,Fall,Karen Singmaster / Elizabeth Migicovsky,W|07:30AM-10:20AM,In Person,1
CHEM 1,2023,Fall,Xiao Wang,T|10:30AM-01:20PM,In Person,1
